Plant_ID,Family,Treatment,Bradyrhizobia,Pseudomonas,Variovorax,Block,Position,Germination,Mortality1,Leaf_no_1,Leaf_no_2,Mortality2,Leaf_no_3,Leaf_no_4,Leaf_no_5,Leaf_no_6,Death_day,Nodule_no,Pink_nodule,Yellow_nodule,Dark_nodule,Long_nodule,Round_nodule,Flower_date,Flower_count,Aboveground_mg,Belowground_mg,Dead
ZP133,S1,BPV,Y,Y,Y,E,17,1,1,1,2,1,3,3,2,NA,4,0,0,0,0,0,0,NA,0,8.76,6.5,1
ZP134,S3,BPV,Y,Y,Y,E,13,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,3.53,4.47,0
ZP135,S7,BPV,Y,Y,Y,E,12,1,1,1,2,1,3,3,3,1,NA,0,0,0,0,0,0,NA,0,7.05,13.02,0
ZP136,S10,BPV,Y,Y,Y,E,7,1,1,1,2,1,NA,NA,NA,NA,NA,23,0,0,23,0,23,NA,0,27.8,7.54,0
ZP137,S4,PVC,N,Y,Y,E,10,1,1,1,2,1,4,3,3,NA,15,0,0,0,0,0,0,NA,0,12.43,15.91,1
ZP138,S5,PVC,N,Y,Y,E,11,1,1,1,2,1,3,1,2,NA,14,0,0,0,0,0,0,NA,0,7.89,15.8,1
ZP139,S11,PVC,N,Y,Y,E,21,1,1,1,2,1,3,2,3,4,NA,0,0,0,0,0,0,NA,0,11.99,16.55,0
ZP140,S8,PVC,N,Y,Y,E,5,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0
ZP141,S3,CCC,N,N,N,F,12,1,1,1,3,1,2,2,NA,NA,NA,0,0,0,0,0,0,NA,0,5.45,9.84,0
ZP142,S5,CCC,N,N,N,F,8,1,1,1,2,1,3,2,3,3,NA,0,0,0,0,0,0,NA,0,13.13,16.27,0
ZP143,S10,CCC,N,N,N,F,23,1,1,1,3,1,3,4,5,NA,4,0,0,0,0,0,0,NA,0,11.74,11.33,1
ZP144,S6,CCC,N,N,N,F,5,1,1,1,2,1,4,2,3,4,NA,0,0,0,0,0,0,NA,0,15.09,16.49,0
ZP145,S6,BCC,Y,N,N,F,7,1,1,1,2,1,4,3,4,NA,13,0,0,0,0,0,0,NA,0,6.66,18.59,1
ZP146,S11,BCC,Y,N,N,F,26,1,1,1,2,1,2,1,NA,NA,NA,0,0,0,0,0,0,NA,0,5.91,8.23,0
ZP147,S7,BCC,Y,N,N,F,25,1,1,1,2,1,5,5,8,10,NA,15,4,11,0,7,8,94,2,179.3,104.05,0
ZP148,S1,BCC,Y,N,N,F,3,1,1,1,2,1,2,5,5,5,NA,4,0,1,3,2,2,100,1,88.12,59.88,0
ZP149,S8,VCC,N,N,Y,F,2,1,1,1,2,1,2,3,NA,NA,NA,0,0,0,0,0,0,NA,0,8.26,13.79,0
ZP150,S5,VCC,N,N,Y,F,1,1,1,1,2,1,3,2,3,2,NA,0,0,0,0,0,0,NA,0,10.93,12.95,0
ZP151,S7,VCC,N,N,Y,F,16,1,1,1,2,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,5.44,5.05,0
ZP152,S9,VCC,N,N,Y,F,14,1,1,1,2,1,2,2,2,NA,1,0,0,0,0,0,0,NA,0,7.49,12.95,1
ZP153,S4,PCC,N,Y,N,F,22,1,1,1,2,1,2,2,NA,NA,NA,0,0,0,0,0,0,NA,0,7.41,4.67,0
ZP154,S11,PCC,N,Y,N,F,11,1,1,1,2,1,1,2,NA,NA,NA,0,0,0,0,0,0,NA,0,6.1,4.47,0
ZP155,S6,PCC,N,Y,N,F,28,1,1,1,2,1,3,2,4,1,NA,0,0,0,0,0,0,NA,0,10.43,23.47,0
ZP156,S3,BVC,Y,N,Y,F,19,1,1,1,3,1,6,9,9,26,NA,23,0,13,12,17,6,NA,0,126.14,65.43,0
ZP157,S5,BVC,Y,N,Y,F,24,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1.79,5.33,0
ZP158,S5,BVC,Y,N,Y,F,18,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,5.14,NA,0
ZP159,S6,BPC,Y,Y,N,F,9,1,1,1,2,1,3,2,NA,NA,NA,19,18,1,0,15,4,NA,0,11.98,9.22,0
ZP160,S7,BPC,Y,Y,N,F,21,1,1,1,1,1,4,7,10,12,NA,0,0,0,0,0,0,79,2,192.08,93.65,0
ZP161,S8,BPC,Y,Y,N,F,6,1,1,1,2,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,9.5,2.59,0
ZP162,S10,BPV,Y,Y,Y,F,20,1,1,1,2,1,3,2,5,13,NA,10,3,7,0,6,4,NA,0,76.22,39.2,0
ZP163,S11,BPV,Y,Y,Y,F,15,1,1,1,2,1,5,6,8,12,NA,8,5,0,3,3,5,100,1,185.92,104.22,0
ZP164,S9,BPV,Y,Y,Y,F,17,1,1,0,2,1,3,2,3,3,NA,7,0,0,7,0,7,NA,0,8.9,9.15,0
ZP165,S2,PVC,N,Y,Y,F,13,1,1,1,2,1,1,2,2,NA,1,0,0,0,0,0,0,NA,0,9.57,3.01,1
ZP166,S3,PVC,N,Y,Y,F,4,1,1,1,2,1,3,3,3,NA,14,0,0,0,0,0,0,NA,0,8.09,16.59,1
ZP167,S9,PVC,N,Y,Y,F,10,1,1,1,2,1,2,2,NA,NA,NA,0,0,0,0,0,0,NA,0,5.3,9.38,0
ZP168,S10,PVC,N,Y,Y,F,27,1,1,1,2,1,2,3,3,NA,NA,0,0,0,0,0,0,NA,0,11.42,20.06,0
ZP169,S4,CCC,N,N,N,G,22,1,1,1,2,1,2,2,3,NA,13,0,0,0,0,0,0,NA,0,7.66,10.22,1
ZP170,S2,CCC,N,N,N,G,28,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,1.6,NA,0
ZP171,S11,CCC,N,N,N,G,14,1,1,1,2,1,1,1,NA,NA,NA,0,0,0,0,0,0,NA,0,8.41,4.58,0
ZP172,S2,BCC,Y,N,N,G,19,1,1,1,2,1,3,2,3,1,NA,6,0,0,6,0,6,NA,0,9.53,8.31,0
ZP173,S3,BCC,Y,N,N,G,21,1,1,1,2,1,1,1,NA,NA,NA,0,0,0,0,0,0,NA,0,8.36,4.82,0
ZP174,S5,BCC,Y,N,N,G,27,1,1,1,2,1,1,1,NA,NA,NA,0,0,0,0,0,0,NA,0,5.82,5.25,0
ZP175,S9,VCC,N,N,Y,G,7,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0
ZP176,S4,VCC,N,N,Y,G,5,1,1,1,2,1,3,2,3,3,NA,0,0,0,0,0,0,NA,0,9.16,14.38,0
ZP177,S1,VCC,N,N,Y,G,17,1,1,1,2,1,2,1,NA,NA,NA,0,0,0,0,0,0,NA,0,11.69,11.04,0
ZP178,S7,PCC,N,Y,N,G,4,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0
ZP179,S5,PCC,N,Y,N,G,6,1,1,1,2,1,3,2,3,3,NA,0,0,0,0,0,0,NA,0,12.04,14.63,0
ZP180,S1,PCC,N,Y,N,G,26,1,1,1,2,1,3,1,1,NA,1,0,0,0,0,0,0,NA,0,6.41,26.03,1
ZP181,S10,PCC,N,Y,N,G,15,1,1,1,2,1,3,2,3,4,NA,0,0,0,0,0,0,NA,0,15.1,14.36,0
ZP182,S2,BVC,Y,N,Y,G,11,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,2.29,0
ZP183,S9,BVC,Y,N,Y,G,20,1,1,1,2,1,3,2,3,2,NA,0,0,0,0,0,0,NA,0,7.69,10.7,0
ZP184,S10,BVC,Y,N,Y,G,3,1,1,1,2,1,2,1,NA,NA,NA,0,0,0,0,0,0,NA,0,13.1,9.67,0
ZP185,S11,BVC,Y,N,Y,G,24,1,1,1,2,1,3,1,1,NA,1,11,0,0,11,0,11,NA,0,4.7,12.16,1
ZP186,S3,BPC,Y,Y,N,G,16,1,1,1,2,1,2,2,1,NA,1,0,0,0,0,0,0,NA,0,11.2,6.4,1
ZP187,S6,BPC,Y,Y,N,G,13,1,1,1,1,1,4,4,5,11,NA,7,5,2,0,4,3,NA,0,118.66,56.07,0
ZP188,S4,BPC,Y,Y,N,G,2,1,1,1,2,1,3,1,1,NA,7,0,0,0,0,0,0,NA,0,9.26,13.99,1
ZP189,S8,BPC,Y,Y,N,G,10,1,1,1,1,1,3,4,4,NA,12,0,0,0,0,0,0,NA,0,5.04,6.1,1
ZP190,S4,BPV,Y,Y,Y,G,25,1,1,1,2,1,5,9,11,11,NA,33,29,4,0,26,7,60,8,258.3,152.57,0
ZP191,S6,BPV,Y,Y,Y,G,9,1,1,1,2,1,1,1,NA,NA,NA,25,6,19,0,24,1,NA,0,10.77,21.87,0
ZP192,S1,BPV,Y,Y,Y,G,1,1,1,1,2,1,5,8,11,12,NA,0,0,0,0,0,0,59,7,118.98,217.73,0
ZP193,S9,PVC,N,Y,Y,G,8,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0
ZP194,S10,PVC,N,Y,Y,G,12,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,4.54,0.36,0
ZP195,S1,PVC,N,Y,Y,G,18,1,1,1,2,1,2,1,1,NA,1,0,0,0,0,0,0,NA,0,8.62,11.84,1
ZP196,S2,PVC,N,Y,Y,G,23,1,1,1,2,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,5.33,0.71,0
ZP197,S8,CCC,N,N,N,H,14,1,1,1,1,1,3,3,NA,NA,NA,0,0,0,0,0,0,NA,0,5.7,1.01,0
ZP198,S10,CCC,N,N,N,H,19,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0
ZP199,S7,CCC,N,N,N,H,28,1,1,0,2,1,3,2,2,2,NA,0,0,0,0,0,0,NA,0,7.73,7.15,0
ZP200,S1,BCC,Y,N,N,H,13,1,1,1,2,1,2,2,2,NA,2,0,0,0,0,0,0,NA,0,9.88,1.4,1
ZP201,S3,BCC,Y,N,N,H,25,1,1,1,2,1,4,3,2,NA,1,0,0,0,0,0,0,NA,0,8.03,5.99,1
ZP202,S9,BCC,Y,N,N,H,22,1,1,0,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0.49,NA,0
ZP203,S9,BCC,Y,N,N,H,10,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0.67,0.87,0
ZP204,S2,VCC,N,N,Y,H,11,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0
ZP205,S2,VCC,N,N,Y,H,5,1,1,1,2,1,2,2,1,NA,2,0,0,0,0,0,0,NA,0,4.86,10.15,2
ZP206,S10,VCC,N,N,Y,H,26,1,1,1,2,1,4,4,4,3,NA,0,0,0,0,0,0,NA,0,10.6,6.2,0
ZP207,S2,PCC,N,Y,N,H,24,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,1.21,0
ZP208,S9,PCC,N,Y,N,H,2,1,1,0,1,1,3,2,3,2,NA,0,0,0,0,0,0,NA,0,5.41,9.22,0
ZP209,S9,PCC,N,Y,N,H,9,1,1,1,2,1,3,4,2,NA,3,0,0,0,0,0,0,NA,0,7.88,8.79,1
ZP210,S4,PCC,N,Y,N,H,8,1,1,1,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,2.49,0.86,0
ZP211,S2,BVC,Y,N,Y,H,4,1,1,1,2,1,3,2,4,NA,28,0,0,0,0,0,0,NA,0,9.37,12.9,1
ZP212,S9,BVC,Y,N,Y,H,17,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0
ZP213,S3,BVC,Y,N,Y,H,21,1,1,1,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,5.46,2.77,0
ZP214,S10,BVC,Y,N,Y,H,15,1,1,1,2,1,3,1,1,NA,1,0,0,0,0,0,0,NA,0,9.53,11.01,1
ZP215,S2,BPC,Y,Y,N,H,6,1,1,1,2,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,7.88,5.12,0
ZP216,S3,BPC,Y,Y,N,H,18,1,1,1,2,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,10.11,1.45,0
ZP217,S6,BPC,Y,Y,N,H,20,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0
ZP218,S8,BPC,Y,Y,N,H,23,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0
ZP219,S4,BPV,Y,Y,Y,H,3,1,1,1,2,1,2,1,NA,NA,NA,0,0,0,0,0,0,NA,0,7.73,6.36,0
ZP220,S4,BPV,Y,Y,Y,H,16,1,1,1,2,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,4.91,2.2,0
ZP221,S6,BPV,Y,Y,Y,H,7,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,2.96,0
ZP222,S5,PVC,N,Y,Y,H,12,1,1,1,2,1,3,1,3,3,NA,0,0,0,0,0,0,NA,0,10.46,20.9,0
ZP223,S6,PVC,N,Y,Y,H,27,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0
ZP224,S7,PVC,N,Y,Y,H,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,2.82,0
ZP225,S2,CCC,N,N,N,I,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0
ZP226,S6,CCC,N,N,N,I,6,1,1,1,2,1,3,2,5,NA,10,0,0,0,0,0,0,NA,0,9.62,6.67,1
ZP227,S3,CCC,N,N,N,I,12,1,1,1,2,1,3,1,1,NA,7,0,0,0,0,0,0,NA,0,8.12,8.77,1
ZP228,S9,BCC,Y,N,N,I,25,1,1,1,1,1,3,1,4,2,NA,0,0,0,0,0,0,NA,0,5.14,6.8,0
ZP229,S8,BCC,Y,N,N,I,2,1,1,1,1,1,3,3,4,NA,11,0,0,0,0,0,0,NA,0,8.58,7.69,`
ZP230,S7,BCC,Y,N,N,I,18,1,1,1,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,7.04,1.29,0
ZP231,S10,BCC,Y,N,N,I,3,1,1,1,2,1,4,6,8,10,NA,16,15,0,1,12,4,69,1,105.14,61.24,0
ZP232,S4,VCC,N,N,Y,I,15,1,1,1,2,1,3,2,4,2,NA,0,0,0,0,0,0,NA,0,11.41,18.4,0
ZP233,S7,VCC,N,N,Y,I,11,1,1,1,2,1,2,1,NA,NA,NA,0,0,0,0,0,0,NA,0,7.74,5.11,0
ZP234,S9,VCC,N,N,Y,I,19,1,1,1,1,1,2,1,NA,NA,NA,0,0,0,0,0,0,NA,0,4.7,4.09,0
ZP235,S3,VCC,N,N,Y,I,14,1,1,1,2,1,3,1,NA,NA,NA,0,0,0,0,0,0,NA,0,8.91,13.4,0
ZP236,S5,PCC,N,Y,N,I,21,1,1,1,2,1,2,1,1,NA,30,0,0,0,0,0,0,NA,0,6.52,9.6,1
ZP237,S6,PCC,N,Y,N,I,16,1,1,1,2,1,2,2,1,NA,1,0,0,0,0,0,0,NA,0,13.44,13.56,1
ZP238,S3,PCC,N,Y,N,I,10,1,1,1,2,1,3,2,3,1,NA,0,0,0,0,0,0,NA,0,10.39,13.6,0
ZP239,S5,PCC,N,Y,N,I,8,1,1,1,2,1,3,1,1,NA,1,0,0,0,0,0,0,NA,0,5.11,7.63,1
ZP240,S1,BVC,Y,N,Y,I,27,1,1,1,2,1,2,1,1,1,NA,13,0,0,13,0,13,NA,0,7.43,3.35,0
ZP241,S4,BVC,Y,N,Y,I,13,1,1,1,2,1,3,3,2,NA,15,0,0,0,0,0,0,NA,0,6.62,9.95,1
ZP242,S6,BVC,Y,N,Y,I,23,1,1,1,2,1,5,4,6,10,NA,42,6,36,0,9,33,96,1,108.67,60.09,0
ZP243,S7,BVC,Y,N,Y,I,5,1,1,1,2,1,5,8,9,11,NA,23,21,0,2,19,4,61,3,156.73,52.27,0
ZP244,S7,BPC,Y,Y,N,I,22,1,1,1,2,1,2,1,1,NA,6,0,0,0,0,0,0,NA,0,8.41,10.71,1
ZP245,S1,BPC,Y,Y,N,I,17,1,1,1,2,1,5,5,7,8,NA,30,19,11,0,21,9,64,4,115.66,52.36,0
ZP246,S10,BPC,Y,Y,N,I,26,1,1,1,2,1,5,6,9,11,NA,29,18,0,11,18,11,74,5,118.03,54.87,0
ZP247,S5,BPV,Y,Y,Y,I,24,1,1,1,2,1,2,1,1,NA,15,0,0,0,0,0,0,NA,0,4.97,12.08,1
ZP248,S2,BPV,Y,Y,Y,I,7,1,1,1,2,1,3,2,3,2,13,15,0,0,15,0,15,NA,0,5.75,7.03,1
ZP249,S11,BPV,Y,Y,Y,I,9,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0
ZP250,S8,PVC,N,Y,Y,I,4,1,1,1,2,1,3,4,4,2,NA,0,0,0,0,0,0,NA,0,8.69,9.22,0
ZP251,S1,PVC,N,Y,Y,I,28,1,1,1,2,1,3,1,1,NA,1,0,0,0,0,0,0,NA,0,9.22,9.88,1
ZP252,S3,PVC,N,Y,Y,I,20,1,1,1,2,1,2,1,1,NA,14,0,0,0,0,0,0,NA,0,7.76,12.71,1
ZP253,S4,CCC,N,N,N,J,3,1,1,1,2,1,3,3,4,3,NA,0,0,0,0,0,0,NA,0,10.27,9.37,0
ZP254,S5,CCC,N,N,N,J,6,1,1,1,2,1,3,3,5,2,NA,0,0,0,0,0,0,NA,0,11.66,8.96,0
ZP255,S4,BCC,Y,N,N,J,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0
ZP256,S2,BCC,Y,N,N,J,11,1,1,1,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,3.77,1.02,0
ZP257,S1,VCC,N,N,Y,J,5,1,1,1,2,1,3,3,4,2,NA,0,0,0,0,0,0,NA,0,6.33,6.97,0
ZP258,S3,VCC,N,N,Y,J,8,1,1,1,2,1,4,2,3,1,NA,0,0,0,0,0,0,NA,0,12.71,5.46,0
ZP259,S6,PCC,N,Y,N,J,12,1,1,1,2,1,3,1,3,3,NA,0,0,0,0,0,0,NA,0,15.28,14.75,0
ZP260,S4,PCC,N,Y,N,J,9,1,1,1,2,1,3,2,4,4,NA,0,0,0,0,0,0,NA,0,12.54,6.25,0
ZP261,S1,BVC,Y,N,Y,J,2,1,1,1,1,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,6.6,0.54,0
ZP262,S10,BPC,Y,Y,N,J,4,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0
ZP263,S3,BPV,Y,Y,Y,J,10,1,1,1,2,1,5,6,7,10,NA,26,23,0,3,21,5,81,1,114.91,47.93,0
ZP264,S7,PVC,N,Y,Y,J,7,1,1,1,2,1,3,2,3,NA,10,0,0,0,0,0,0,NA,0,8.89,4.52,1
ZP265,S3,CCC,N,N,N,J,13,1,1,1,2,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,6.11,1.04,0
ZP266,S5,BVC,Y,N,Y,J,14,1,1,0,1,1,4,4,3,1,NA,0,0,0,0,0,0,NA,0,7.53,6.69,0
ZP267,S5,PVC,N,Y,Y,J,15,1,1,1,2,1,3,3,4,2,NA,0,0,0,0,0,0,NA,0,9.13,5.2,0
ZP268,S3,BPC,Y,Y,N,J,16,1,1,1,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,4.87,2.55,0
ZP269,S11,CCC,N,N,N,J,17,1,1,1,2,1,3,2,3,4,NA,0,0,0,0,0,0,NA,0,10.38,10.17,0
ZP270,S1,BCC,Y,N,N,J,18,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0